storage_filesystem_path, first_date, days, first_date_usage, last_date_usage, difference, maximum, minimum, average, standard_deviation, variance
/storage2/fs1/amlai, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/wucci, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/cmasteller, 2024-12-01, 31, 3.42, 3.42, 0.0, 3.42, 3.42, 3.42, 0.0, 0.0
/storage2/fs1/meers, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/shawp, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/sinclair.deborah, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/cao.yang, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/elyn, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/xmartin, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/chsieh, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/rouse, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/yixin.chen, 2024-12-01, 31, 1.09, 2.62, 1.53, 2.62, 0.74, 2.06, 0.64, 0.41
/storage2/fs1/ger, 2024-12-01, 31, 0.02, 0.02, 0.0, 0.02, 0.02, 0.02, 0.0, 0.0
/storage2/fs1/maihe, 2024-12-01, 31, 0.88, 0.88, 0.0, 0.88, 0.88, 0.88, 0.0, 0.0
/storage2/fs1/mmahjoub, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/likai.chen, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/slenze, 2024-12-01, 31, 1.05, 1.05, 0.0, 1.05, 1.05, 1.05, 0.0, 0.0
/storage2/fs1/jmding, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/lima, 2024-12-01, 31, 0.99, 0.99, 0.0, 0.99, 0.99, 0.99, 0.0, 0.0
/storage2/fs1/debabratapatra, 2024-12-01, 31, 1.2, 1.2, 0.0, 1.2, 1.2, 1.2, 0.0, 0.0
/storage2/fs1/molly.schroeder, 2024-12-01, 31, 4.02, 4.02, 0.0, 4.02, 4.02, 4.02, 0.0, 0.0
/storage2/fs1/shao.j, 2024-12-01, 31, 0.24, 0.24, 0.0, 0.24, 0.24, 0.24, 0.0, 0.0
/storage2/fs1/cifarelli, 2024-12-01, 31, 1.07, 1.07, 0.0, 1.07, 1.07, 1.07, 0.0, 0.0
/storage2/fs1/sleong_summer, 2024-12-01, 31, 0.72, 0.72, 0.0, 0.72, 0.72, 0.72, 0.0, 0.0
/storage2/fs1/englands, 2024-12-01, 31, 0.01, 0.01, 0.0, 0.01, 0.01, 0.01, 0.0, 0.0
/storage2/fs1/w.qian, 2024-12-01, 31, 0.07, 0.07, 0.0, 0.07, 0.07, 0.07, 0.0, 0.0
/storage2/fs1/rfugina, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/daryls3, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/kdandurand, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/abrummett, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/vtieppofrancio, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/kirilloff, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/shaffique, 2024-12-01, 31, 0.18, 0.2, 0.02, 0.42, 0.0, 0.17, 0.09, 0.01
/storage2/fs1/kongf, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/yany, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/dricardo, 2024-12-01, 31, 0.89, 0.89, 0.0, 0.89, 0.89, 0.89, 0.0, 0.0
/storage2/fs1/tunayilker, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/RADONC-ViewRay, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/firsztj, 2024-12-01, 31, 1.23, 1.27, 0.04, 1.27, 1.23, 1.25, 0.01, 0.0
/storage2/fs1/zhour, 2024-12-01, 31, 0.0, 0.04, 0.04, 0.04, 0.0, 0.03, 0.02, 0.0
/storage2/fs1/satochihiro, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/hartman_m, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/leejm, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/guozhen, 2024-12-01, 31, 0.0, 0.03, 0.03, 0.03, 0.0, 0.01, 0.01, 0.0
/storage2/fs1/f.alex, 2024-12-01, 31, 0.12, 0.59, 0.47, 0.59, 0.12, 0.55, 0.1, 0.01
/storage2/fs1/mingzhou.zhou, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/cfritz, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/RIS-Services, 2024-12-01, 31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/alirezag, 2024-12-01, 31, 1.32, 2.74, 1.42, 5.05, 0.0, 3.18, 1.55, 2.4
/storage2/fs1/matthew.brier, 2024-12-12, 20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/hui, 2024-12-16, 17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/oren, 2024-12-16, 17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/hema.adhikari, 2024-12-17, 16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
/storage2/fs1/djoshu, 2024-12-17, 16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
